ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
340127,GRANVILLE HEALTH SYSTEMS,NC,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://ghshospital.org/cms-hpt.txt,206,2026-09-09T10:09:32.598Z,,https://urldefense.com/v3/__https://ghshospital.org/wp-content/uploads/2025/12/560593547_granville-medical-center_standardcharges.csv__;!!M5erwxGTI6mlTHJSECWB8LY!E0ZeRIB4NX69NhVMX1pl8UWyS2dl1pwPchrfChCVwh1HaZTqaRoclCfDcUhtbfVNGjMynNQYGCDlQrYsF7G1nFdMkVx7mg$,206,https://ghshospital.org/wp-content/uploads/2025/12/560593547_granville-medical-center_standardcharges.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Granville Health System ,Granville Health System ,NC,2025-08-05,2.0.0,date-over-365-days,2026-09-09T10:09:33.223Z,97770136440217590de444a1570b9e7457e63ff50a59ed1dc4cec7cf6d99ac3e,ce78dee2366a8b3f26ed97273946dba016b70ee56151436d0474d15e29b7cfe9,renamed-facility-pointer-label-and-roster-address,Same declared date 2025-08-05 observed again after the earlier check (2026-09-09T02:29:36.725Z).
351313,SOUTHWEST HEALTHCARE SERVICES,ND,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://swhealthcare.net/file_download/inline/6a1de74d-5341-449e-8339-9ff3e2f6e18d,200,2026-09-09T10:09:33.876Z,,https://swhealthcare.net/file_download/inline/c967a943-4246-45d6-9ff2-8222bb15dc86,200,https://swhealthcare.net/file_download/inline/c967a943-4246-45d6-9ff2-8222bb15dc86,corroborated,file-name-and-address,SOUTHWEST HEALTHCARE SERVICES,SOUTHWEST HEALTHCARE SERVICES,ND,2025-10-16,2.0.0,date-within-365-days-older-version,2026-09-09T10:09:34.355Z,5512ce1fdc802d63beb0e49ca97d273fd726052ce86ac101d7531eb6bbc77794,9c004f759aabfe6231e365d228dc6761faac0ba6d9590ba8b140ec4cab1a6181,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
351326,FIRST CARE HEALTH CENTER,ND,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.firstcarehc.com/cms-hpt.txt,206,2026-09-09T10:09:33.348Z,,https://www.firstcarehc.com/wp-content/uploads/2024/06/450232743_First-Care-Health-Center_standardcharges.csv,206,https://www.firstcarehc.com/wp-content/uploads/2024/06/450232743_First-Care-Health-Center_standardcharges.csv,corroborated,file-name-and-address,First Care Health Center,First Care Health Center,ND,2024-06-14,2.0.0,date-over-365-days,2026-09-09T10:09:33.627Z,846bacd063f54ece1725129e7d65dae1fddde7340c9f46d18db866c28951813c,de7d22707abe0403d0562cd6fd989e15c110e07809aa1b68d613c8cbf8697fa4,,Same declared date 2024-06-14 observed again after the earlier check (2026-09-09T02:29:38.030Z).
360029,WOOD COUNTY HOSPITAL,OH,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.woodcountyhospital.org/cms-hpt.txt,206,2026-09-09T10:09:34.947Z,,https://www.woodcountyhospital.org/media/0x5fw0tn/344440884_wood-county_standardcharges.csv,206,https://www.woodcountyhospital.org/media/0x5fw0tn/344440884_wood-county_standardcharges.csv,corroborated,file-name-and-address,Wood County Hospital Association,Wood County Hospital,OH,2024-06-30,2.0.0,date-over-365-days,2026-09-09T10:09:35.204Z,3c310286a6606945e0eb4c94c25d8f5102d859293056c6c7ee01f9edff967721,16219a06b691cb01c5ff2201e1af38ef7c6a8757962daf245bbc5fb6477e51e5,,Same declared date 2024-06-30 observed again after the earlier check (2026-09-09T01:50:07.315Z).
360039,GENESIS HOSPITAL,OH,metadata-or-pointer-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,https://www.genesishcs.org/cms-hpt.txt,206,2026-09-09T10:09:36.010Z,,https://genesisgenericblob.blob.core.windows.net/price-transparency/311480941_Genesis-Healthcare-System_standardcharges.csv,206,https://genesisgenericblob.blob.core.windows.net/price-transparency/311480941_Genesis-Healthcare-System_standardcharges.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Genesis Healthcare System,Genesis Healthcare System|Genesis Perry County Medical Center|Genesis Coshocton Medical Center,OH,2026-03-27,5.0.0,date-within-365-days-version-unverified,2026-09-09T10:09:46.291Z,2a4a5a8fb302c081ba0a7fe29b6a1953b6ad0f4ee557d87d1c251786934a360f,4e2cee29a53b76b9270237511629bc0cfeea5a57e6000eadb99538edd208c3a1,renamed-facility-pointer-label-and-roster-address,Declared template version 5.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-03-27 update date are corroborated.
360218,LICKING MEMORIAL HOSPITAL,OH,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://lmhealth.org/cms-hpt.txt,206,2026-09-09T10:09:44.388Z,,https://www.lmhealth.org/LMHealth.org/media/314379519_licking-memorial-hospital_standardcharges.zip,206,https://www.lmhealth.org/LMHealth.org/media/314379519_licking-memorial-hospital_standardcharges.zip,corroborated,file-name-and-address,Licking Memorial Hospital,Licking Memorial Hospital,OH,2026-03-16,2.0.0,date-within-365-days-older-version,2026-09-09T10:09:45.292Z,68f1901cd5a2dadeaeec4d257d47d1572a6746f56da2b2df92914afdddfed53a,52f537f8ed2e53695ad45be69b04fec761d4e91de822c946410f1651d15cc29d,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
361309,"HENRY COUNTY HOSPITAL, INC",OH,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://www.henrycountyhospital.org/cms-hpt.txt,206,2026-09-09T10:09:44.903Z,,https://www.henrycountyhospital.org/documents/344477047_henry-county-hospital_standardcharges.csv,206,https://www.henrycountyhospital.org/documents/344477047_henry-county-hospital_standardcharges.csv,corroborated,file-name-and-address,Henry County Hospital,Henry County Hospital,OH,2025-12-29,2.0.0,date-within-365-days-older-version,2026-09-09T10:09:45.565Z,7c520c12cae633e86c8613d44a25a58c7d84e9d5067dcba9c17e1a6e057d536a,2738cd0664349a291d6450762a054655b739a2329ef7bc6106e5d549fcf1cec3,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://acrmc.com/wp-content/uploads/2025/03/cms-hpt.txt,206,2026-09-09T10:09:45.234Z,,https://acrmc.com/wp-content/uploads/2025/03/81-2817266_Adams-County-Regional-Medical-Center_standardcharges-1.zip,206,https://acrmc.com/wp-content/uploads/2025/03/81-2817266_Adams-County-Regional-Medical-Center_standardcharges-1.zip,corroborated,file-name-and-address,Adams County Regional Medical Center,Adams County Regional Medical Center,OH,2024-12-25,2.2.0,date-over-365-days,2026-09-09T10:09:45.876Z,6260e34831d7e4ace27b5276dc06efebc0f65fa1de2ae13f81ac3b2fc6c97b1c,e0039b775f61ded216f39765e9d89640e728251780abd14257b0e01a270ed19a,,Same declared date 2024-12-25 observed again after the earlier check (2026-09-09T01:50:05.529Z).
361329,WYANDOT MEMORIAL HOSPITAL,OH,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://wyandotmemorial.org/cms-hpt.txt,206,2026-09-09T10:09:45.494Z,,https://www.wyandotmemorial.org/wp-content/uploads/2025/04/WMH-MRF-PT-4.8-4-increased.csv,206,https://www.wyandotmemorial.org/wp-content/uploads/2025/04/WMH-MRF-PT-4.8-4-increased.csv,corroborated,file-name-and-address,Wyandot Memorial Hospital,Wyandot Memorial Hospital,OH,2024-12-31,2.0.0,date-over-365-days,2026-09-09T10:09:45.985Z,e299d40b071c2f73e533c2545447763214a841e4818cb23fb609c5ed715bb229,5400ab001e320801acb986eb13ff0bcf28604afc2c293574c643ca47f30c8e65,,Same declared date 2024-12-31 observed again after the earlier check (2026-09-09T01:50:07.412Z).
370008,NORMAN REGIONAL,OK,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://www.normanregional.com/cms-hpt.txt,206,2026-09-09T10:09:57.200Z,,https://www.normanregional.com/documents/736048282_norman-regional-health-system_standardcharges.csv,206,https://www.normanregional.com/documents/736048282_norman-regional-health-system_standardcharges.csv,corroborated,file-name-and-address,Norman Regional Health System,Norman Regional Health System|Norman Regional Hospital|Norman Regional Moore |Norman Regional Nine ,OK,2026-01-01,2.2.0,date-within-365-days-older-version,2026-09-09T10:09:58.632Z,ce32092064ca2bbee9c37c7bce5ce7dd23fed443c081e6ac938dbb6a1e2c82e6,fe703ed30683c703ed57d210c19b91e16db0988f77cf116bf4d6b9f7e46bafc0,,Declared version 2.2.0 with a current date; publisher has not adopted the current CMS dictionary.
370083,PUSHMATAHA HOSPITAL,OK,publisher-date-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://pushmatahahospital.com/cms-hpt.txt,403,2026-09-09T10:07:52.198Z,,https://pushmatahahospital.com/images/docs/736069650_pushmataha-county---city-of-antlers-hospital-authority_standardcharges.csv,403,,,,,,,,,,2026-09-09T10:37:43.599Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
370201,SURGICAL HOSPITAL OF OKLAHOMA,OK,identity-or-format-review,publisher-issue,file-declares-conflicting-license-state,Publisher inquiry: ask the facility to correct the license_state field in the file header; recheck on their update,https://surgicalhospitalok.net/cms-hpt.txt,206,2026-09-09T10:09:57.908Z,,https://surgicalhospitalok.net/sho__2026_standard_charges__v1_0_0_tall__2026-08-17T16_41_17.728462979Z.csv,206,https://surgicalhospitalok.net/sho__2026_standard_charges__v1_0_0_tall__2026-08-17T16_41_17.728462979Z.csv,license-state-conflict,exact-name-and-address-with-conflicting-license-state,Surgical Hospital of Oklahoma,Surgical Hospital of Oklahoma,KS,2026-08-17,3.0.0,,2026-09-09T10:09:58.911Z,7cfd2db9015234963b2598a30c64e16740cdc8e2cf2538c60a378ab4a05b1fc3,c12f81a517b90053103192e2675446a50d7b3998c2314e666b1f87067cc888bb,,File header declares license state KS while the roster state is OK; the name and address match the roster exactly and the official pointer lists the file.
371320,CLEVELAND AREA HOSPITAL,OK,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://f01f54e7-88bc-4da1-b172-3386a48f3183.usrfiles.com/ugd/f01f54_5b7c18cab1b84eb5b51ddd5342367a52.txt,206,2026-09-09T10:09:58.467Z,,https://www.clevelandareahospital.com/_files/ugd/f01f54_5b69ac08fe9841c9a70139a0ce50a4ca.csv?dn=263778478_cleveland-area-hospital_standardcharges.csv,206,https://www.clevelandareahospital.com/_files/ugd/f01f54_5b69ac08fe9841c9a70139a0ce50a4ca.csv?dn=263778478_cleveland-area-hospital_standardcharges.csv,corroborated,file-name-and-address,CLEVELAND AREA HOSPITAL,CLEVELAND AREA HOSPITAL|CLEVELAND AREA HOSPITAL,OK,2025-03-04,2.0.0,date-over-365-days,2026-09-09T10:09:59.301Z,c7f228254dfd8f49605a213961fc295cd7c1a921e5272b1564d6a6da9e9b0110,99845a5049b5f5e5ad2926dcba32c9ec5434dc2d4092be2a916546e350f18d9e,,Same declared date 2025-03-04 observed again after the earlier check (2026-09-09T01:50:07.458Z).
381321,GRANDE RONDE HOSPITAL,OR,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://res.cloudinary.com/dpmykpsih/raw/upload/grande-ronde-2024-site-487/media/r/c2c54056abfc458fbae9748c1bb9db93/cms-hpt.txt,206,2026-09-09T10:09:58.807Z,,https://www.grh.org/clientfiles/GetFile/930505325_grande-ronde-hospital_standardcharges.csv,404,https://www.grh.org/clientfiles/GetFile/08-2026_930505325_grande-ronde-hospital_standardcharges.csv,corroborated,file-name-and-address,Grande Ronde Hospital,Grande Ronde Hospital,OR,2026-03-31,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:26.073Z,68adac30413c8f38c94ef6d722d2870489baa2afba39e81cee6664c084eab955,96f7c679f92613f1753016cea5787e4e3c7adf5bcb87b9bc8bd36297c7a09df6,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
390086,PENN HIGHLANDS DUBOIS,PA,file-access-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.phhealthcare.org/cms-hpt.txt,200,2026-09-09T10:09:59.656Z,,https://www.phhealthcare.org/download/?id=15371,200,https://www.phhealthcare.org/download/?id=15371,corroborated,file-name-and-address,Penn Highlands Dubois,Penn Highlands Dubois|Penn Highlands Clearfield|Penn Highlands DuBois Behavorial Health,PA,2025-08-01,2.2.0,date-over-365-days,2026-09-09T14:42:25.445Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1d6ebf8fc96ff5680005398dc7d72d6550e97bd61782d9ee4d9c06e433bd2cc7,,Declared date over 365 days at check time.
390125,WAYNE MEMORIAL HOSPITAL,PA,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://www.wmh.org/wp-content/uploads/2026/04/cms-hpt.txt,206,2026-09-09T10:10:13.526Z,,https://www.wmh.org/wp-content/uploads/2026/04/240798839_wayne-memorial-hospital_standardcharges.csv,206,https://www.wmh.org/wp-content/uploads/2026/04/240798839_wayne-memorial-hospital_standardcharges.csv,corroborated,file-name-and-address,Wayne Memorial Hospital ,Wayne Memorial Hospital ,PA,2026-03-11,2.0.0,date-within-365-days-older-version,2026-09-09T10:10:13.397Z,290f85ba8f8cc538544c0307f743d5209313ae9cedc17a2f8ea3ecbba0baacd2,576687752191dc11de630375286128d06a98ddd1aecfed93d3a66004231a6c8d,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
390137,WILKES-BARRE GENERAL HOSPITAL,PA,pointer-or-domain-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",,,,,https://commonwealthhealth.net/wp-content/uploads/sheets/263632648_wilkes-barre-general-hospital_standardcharges.csv,206,https://commonwealthhealth.net/wp-content/uploads/sheets/263632648_wilkes-barre-general-hospital_standardcharges.csv,corroborated,file-name-and-address,Wilkes-Barre General Hospital,Wilkes-Barre General Hospital,PA,2024-12-01,2.0.0,date-over-365-days,2026-09-09T10:10:13.157Z,,2b5272f6283d22e11c0b1f7e404d5ae8a38075382123fe7936e1c281a635d8f0,,Same declared date 2024-12-01 observed again after the earlier check (2026-09-09T02:31:33.350Z).
390146,WARREN GENERAL HOSPITAL,PA,metadata-or-pointer-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://static1.squarespace.com/static/64011f10da897a3162ea8900/t/6776f053cd105d551055e8f0/1735848019153/cms-hpt.txt,206,2026-09-09T10:10:11.022Z,,https://www.wgh.org/s/250965598_warren-general-hospital_standardcharges.csv,206,https://static1.squarespace.com/static/64011f10da897a3162ea8900/t/69c2f9644677087da232d22d/1774385508257/250965598_warren-general-hospital_standardcharges.csv,corroborated,file-name-and-address,Warren General Hospital ,Warren General Hospital ,PA,2026-03-12,2.0.0,date-within-365-days-older-version,2026-09-09T10:10:13.059Z,c594f76e2ca2e86b6acaaf7494e9f1c295ef8f1e20c385ad1f077eae5d0f8aad,f20471e9b8e1d8ff847c6bebef5da330055970f981fcd311773e9e59d08a7103,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
390272,VALLEY FORGE MEDICAL CENTER,PA,identity-or-format-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/693883d6049ac7d72bb67020_cms-hpt.txt,206,2026-09-09T10:10:12.252Z,,https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/692f679ae69474d0c09a68b8_863012091_avenuesrecovery_valleyforge_standardcharges_v2_tall_filled_fixcode_clean_codetype.csv,206,https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/692f679ae69474d0c09a68b8_863012091_avenuesrecovery_valleyforge_standardcharges_v2_tall_filled_fixcode_clean_codetype.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Avenues Recovery Medical Center at Valley Forge,Avenues Recovery Medical Center at Valley Forge,PA,2025-12-02,2.0.0,date-within-365-days-older-version,2026-09-09T10:10:12.069Z,a52a418fa9014a650fd871cb5c5328b96bda6c6091498da4b0cc3a31b18afc21,5d310a89ebc6bb4614dcc455c2edcd690a3f4e5e226980349352b513291294cf,renamed-facility-pointer-label-and-roster-address,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
