ccn,hospital_name,state,issue,subject,body,contact,send_status
360218,LICKING MEMORIAL HOSPITAL,OH,template-version-older-than-3,Price transparency file: LICKING MEMORIAL HOSPITAL (CCN 360218),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.lmhealth.org/LMHealth.org/media/314379519_licking-memorial-hospital_standardcharges.zip declares a current date (2026-03-16) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://lmhealth.org/cms-hpt.txt (HTTP 206); file https://www.lmhealth.org/LMHealth.org/media/314379519_licking-memorial-hospital_standardcharges.zip (HTTP 206); checked 2026-09-09T10:09:45.292Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
361309,HENRY COUNTY HOSPITAL, INC,OH,template-version-older-than-3,Price transparency file: HENRY COUNTY HOSPITAL,hpt-obf:v1:u_8r2YHsuVo06G3k.mwPy3WX6CZa-e09m6QtfwQ.jNatArH0YxBX8UHG5lkSmh4,Hello
We maintain an independent review of hospital price-transparency files. The file at https://www.henrycountyhospital.org/documents/344477047_henry-county-hospital_standardcharges.csv declares a current date (2025-12-29) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.henrycountyhospital.org/cms-hpt.txt (HTTP 206); file https://www.henrycountyhospital.org/documents/344477047_henry-county-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:45.565Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,declared-update-date-over-365-days,Price transparency file: ADAMS COUNTY REGIONAL MEDICAL CENTER (CCN 361326),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://acrmc.com/wp-content/uploads/2025/03/81-2817266_Adams-County-Regional-Medical-Center_standardcharges-1.zip declares last_updated_on 2024-12-25, more than 365 days before our check on 2026-09-09T10:09:45.876Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://acrmc.com/wp-content/uploads/2025/03/cms-hpt.txt (HTTP 206); file https://acrmc.com/wp-content/uploads/2025/03/81-2817266_Adams-County-Regional-Medical-Center_standardcharges-1.zip (HTTP 206); checked 2026-09-09T10:09:45.876Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
361329,WYANDOT MEMORIAL HOSPITAL,OH,declared-update-date-over-365-days,Price transparency file: WYANDOT MEMORIAL HOSPITAL (CCN 361329),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.wyandotmemorial.org/wp-content/uploads/2025/04/WMH-MRF-PT-4.8-4-increased.csv declares last_updated_on 2024-12-31, more than 365 days before our check on 2026-09-09T10:09:45.985Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://wyandotmemorial.org/cms-hpt.txt (HTTP 206); file https://www.wyandotmemorial.org/wp-content/uploads/2025/04/WMH-MRF-PT-4.8-4-increased.csv (HTTP 206); checked 2026-09-09T10:09:45.985Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
370008,NORMAN REGIONAL,OK,template-version-older-than-3,Price transparency file: NORMAN REGIONAL (CCN 370008),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.normanregional.com/documents/736048282_norman-regional-health-system_standardcharges.csv declares a current date (2026-01-01) but template version 2.2.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.normanregional.com/cms-hpt.txt (HTTP 206); file https://www.normanregional.com/documents/736048282_norman-regional-health-system_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:58.632Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
370083,PUSHMATAHA HOSPITAL,OK,automated-file-access-denied,Price transparency file: PUSHMATAHA HOSPITAL (CCN 370083),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://pushmatahahospital.com/images/docs/736069650_pushmataha-county---city-of-antlers-hospital-authority_standardcharges.csv is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://pushmatahahospital.com/cms-hpt.txt (HTTP 403); file https://pushmatahahospital.com/images/docs/736069650_pushmataha-county---city-of-antlers-hospital-authority_standardcharges.csv (HTTP 403); checked 2026-09-09T10:37:43.599Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
370201,SURGICAL HOSPITAL OF OKLAHOMA,OK,file-declares-conflicting-license-state,Price transparency file: SURGICAL HOSPITAL OF OKLAHOMA (CCN 370201),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://surgicalhospitalok.net/sho__2026_standard_charges__v1_0_0_tall__2026-08-17T16_41_17.728462979Z.csv declares license state KS while your CMS enrollment lists OK; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://surgicalhospitalok.net/cms-hpt.txt (HTTP 206); file https://surgicalhospitalok.net/sho__2026_standard_charges__v1_0_0_tall__2026-08-17T16_41_17.728462979Z.csv (HTTP 206); checked 2026-09-09T10:09:58.911Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
371320,CLEVELAND AREA HOSPITAL,OK,declared-update-date-over-365-days,Price transparency file: CLEVELAND AREA HOSPITAL (CCN 371320),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.clevelandareahospital.com/_files/ugd/f01f54_5b69ac08fe9841c9a70139a0ce50a4ca.csv?dn=263778478_cleveland-area-hospital_standardcharges.csv declares last_updated_on 2025-03-04, more than 365 days before our check on 2026-09-09T10:09:59.301Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://f01f54e7-88bc-4da1-b172-3386a48f3183.usrfiles.com/ugd/f01f54_5b7c18cab1b84eb5b51ddd5342367a52.txt (HTTP 206); file https://www.clevelandareahospital.com/_files/ugd/f01f54_5b69ac08fe9841c9a70139a0ce50a4ca.csv?dn=263778478_cleveland-area-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:59.301Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
381321,GRANDE RONDE HOSPITAL,OR,pointer-declared-file-404,Price transparency file: GRANDE RONDE HOSPITAL (CCN 381321),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://www.grh.org/clientfiles/GetFile/930505325_grande-ronde-hospital_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://res.cloudinary.com/dpmykpsih/raw/upload/grande-ronde-2024-site-487/media/r/c2c54056abfc458fbae9748c1bb9db93/cms-hpt.txt (HTTP 206); file https://www.grh.org/clientfiles/GetFile/930505325_grande-ronde-hospital_standardcharges.csv (HTTP 404); checked 2026-09-09T10:47:26.073Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
390086,PENN HIGHLANDS DUBOIS,PA,declared-update-date-over-365-days,Price transparency file: PENN HIGHLANDS DUBOIS (CCN 390086),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.phhealthcare.org/download/?id=15371 declares last_updated_on 2025-08-01, more than 365 days before our check on 2026-09-09T14:42:25.445Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.phhealthcare.org/cms-hpt.txt (HTTP 200); file https://www.phhealthcare.org/download/?id=15371 (HTTP 200); checked 2026-09-09T14:42:25.445Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
390125,WAYNE MEMORIAL HOSPITAL,PA,template-version-older-than-3,Price transparency file: WAYNE MEMORIAL HOSPITAL (CCN 390125),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.wmh.org/wp-content/uploads/2026/04/240798839_wayne-memorial-hospital_standardcharges.csv declares a current date (2026-03-11) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.wmh.org/wp-content/uploads/2026/04/cms-hpt.txt (HTTP 206); file https://www.wmh.org/wp-content/uploads/2026/04/240798839_wayne-memorial-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:10:13.397Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
390137,WILKES-BARRE GENERAL HOSPITAL,PA,declared-update-date-over-365-days,Price transparency file: WILKES-BARRE GENERAL HOSPITAL (CCN 390137),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://commonwealthhealth.net/wp-content/uploads/sheets/263632648_wilkes-barre-general-hospital_standardcharges.csv declares last_updated_on 2024-12-01, more than 365 days before our check on 2026-09-09T10:10:13.157Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer  (HTTP n/a); file https://commonwealthhealth.net/wp-content/uploads/sheets/263632648_wilkes-barre-general-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:10:13.157Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
390146,WARREN GENERAL HOSPITAL,PA,template-version-older-than-3,Price transparency file: WARREN GENERAL HOSPITAL (CCN 390146),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.wgh.org/s/250965598_warren-general-hospital_standardcharges.csv declares a current date (2026-03-12) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://static1.squarespace.com/static/64011f10da897a3162ea8900/t/6776f053cd105d551055e8f0/1735848019153/cms-hpt.txt (HTTP 206); file https://www.wgh.org/s/250965598_warren-general-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:10:13.059Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
390272,VALLEY FORGE MEDICAL CENTER,PA,template-version-older-than-3,Price transparency file: VALLEY FORGE MEDICAL CENTER (CCN 390272),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/692f679ae69474d0c09a68b8_863012091_avenuesrecovery_valleyforge_standardcharges_v2_tall_filled_fixcode_clean_codetype.csv declares a current date (2025-12-02) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/693883d6049ac7d72bb67020_cms-hpt.txt (HTTP 206); file https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/692f679ae69474d0c09a68b8_863012091_avenuesrecovery_valleyforge_standardcharges_v2_tall_filled_fixcode_clean_codetype.csv (HTTP 206); checked 2026-09-09T10:10:12.069Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,PA,declared-update-date-over-365-days,Price transparency file: ENDLESS MOUNTAINS HEALTH SYSTEMS (CCN 391306),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.endlesscare.org/s/232720289_endless-mountains-health-systems_standardcharges.csv declares last_updated_on 2025-02-25, more than 365 days before our check on 2026-09-09T10:10:13.618Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer  (HTTP n/a); file https://www.endlesscare.org/s/232720289_endless-mountains-health-systems_standardcharges.csv (HTTP 206); checked 2026-09-09T10:10:13.618Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
393304,CHILDREN'S HOME OF PITTSBURGH,PA,automated-file-access-denied,Price transparency file: CHILDREN'S HOME OF PITTSBURGH (CCN 393304),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://www.childrenshomepgh.org/pricetransparency/250965292_the-children's-home-of-pittsburgh_standardcharges.csv is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://childrenshomepgh.org/cms-hpt.txt (HTTP 403); file https://www.childrenshomepgh.org/pricetransparency/250965292_the-children's-home-of-pittsburgh_standardcharges.csv (HTTP 403); checked 2026-09-09T10:10:13.552Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,PR,pointer-declared-file-404,Price transparency file: PROFESSIONAL HOSPITAL GUAYNABO INC (CCN 400122),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://professionalhospital.net/wp-content/uploads/2023/10/660714964_PROFESSIONAL-HOSPITAL-GUAYNABO_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://professionalhospital.net/cms-hpt.txt (HTTP 200); file https://professionalhospital.net/wp-content/uploads/2023/10/660714964_PROFESSIONAL-HOSPITAL-GUAYNABO_standardcharges.csv (HTTP 404); checked 2026-09-09T10:10:15.026Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
420030,COLLETON MEDICAL CENTER,SC,declared-update-date-over-365-days,Price transparency file: COLLETON MEDICAL CENTER (CCN 420030),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://core.secure.ehc.com/src/util/json-detail-price-list/57-0712623_colleton-medical-center_standardcharges.json declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:10:15.123Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://colletonmedical.com/cms-hpt.txt (HTTP 200); file https://core.secure.ehc.com/src/util/json-detail-price-list/57-0712623_colleton-medical-center_standardcharges.json (HTTP 206); checked 2026-09-09T10:10:15.123Z.,,,,,,,
