ccn,hospital_name,url,pointerUrl,sourcePageUrl,location_name,pointerCheckedAt,pointerSha256,score,http_status,file_kind,header_name,header_location,header_address,header_state,identity,identity_basis,date,version,metadata,checked_at,error
230035,SPECTRUM HEALTH UNITED HOSPITAL,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt0f9fd2163e3908a4/381360529_corewell-health-butterworth-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Butterworth Hospital,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.23076923076923078,206,csv,Corewell Health Butterworth Hospital,Corewell Health Butterworth Hospital,"100 Michigan St Ne, Grand Rapids, MI 49503",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.060Z,
230035,SPECTRUM HEALTH UNITED HOSPITAL,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/bltb8584473cfa6533c/381360529_corewell-health-blodgett-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Blodgett Hospital,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.23076923076923078,206,csv,Corewell Health Blodgett Hospital,Corewell Health Blodgett Hospital,"1840 Wealthy Street SE , East Grand Rapids, MI 49506",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.086Z,
230035,SPECTRUM HEALTH UNITED HOSPITAL,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt205df7e60982400c/381360529_corewell-health-helen-devos-childrens-hospital-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Helen Devos Children’s Hospital,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.13043478260869565,206,csv,Corewell Health Butterworth Hospital,Corewell Health Helen Devos Children's Hospital,"100 Michigan St Ne, Grand Rapids, MI 49503",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.180Z,
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,https://hpt.trinity-health.org/383521763_st-mary-mercy-livonia_standardcharges.zip,https://www.trinityhealthmichigan.org/sites/default/files/cms-hpt.txt,https://www.trinityhealthmichigan.org/tools-and-resources/billing-and-insurance/our-prices,Trinity Health Livonia Hospital,2026-09-09T01:44:30.580Z,3092125b1c9e17f414578d3cd3219bcd1f815aba0111d1f666905cb413e201d9,0.28260869565217395,206,csv,St Mary Mercy Livonia,St Mary Mercy Livonia,"36475 Five Mile Rd, Livonia, MI 48154",MI,mrf-header-does-not-match-unresolved-roster,,2026-03-31,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:58.932Z,
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,https://hpt.trinity-health.org/383176225_st-joseph-mercy-livingston-hospital_standardcharges.zip,https://www.trinityhealthmichigan.org/sites/default/files/cms-hpt.txt,https://www.trinityhealthmichigan.org/tools-and-resources/billing-and-insurance/our-prices,Trinity Health Livingston Hospital,2026-09-09T01:44:30.580Z,3092125b1c9e17f414578d3cd3219bcd1f815aba0111d1f666905cb413e201d9,0.06521739130434782,206,csv,St Joseph Mercy Livingston Hospital | Trinity Health Medical Center - Brighton,St Joseph Mercy Livingston Hospital | Trinity Health Medical Center - Brighton,"7555 Grand River Rd., Brighton MI 48114 | 7575 Grand River Dr., Brighton, MI 48114",MI,mrf-header-does-not-match-unresolved-roster,,2026-03-31,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:59.085Z,
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,https://hpt.trinity-health.org/383176536_st-joseph-mercy-oakland_standardcharges.zip,https://www.trinityhealthmichigan.org/sites/default/files/cms-hpt.txt,https://www.trinityhealthmichigan.org/tools-and-resources/billing-and-insurance/our-prices,Trinity Health Oakland Hospital,2026-09-09T01:44:30.580Z,3092125b1c9e17f414578d3cd3219bcd1f815aba0111d1f666905cb413e201d9,0.06521739130434782,206,csv,St Joseph Mercy Oakland,St Joseph Mercy Oakland,"44405 Wodward Avenue, Pontiac, MI 48341",MI,mrf-header-does-not-match-unresolved-roster,,2026-03-31,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:02.319Z,
230100,TAWAS ST JOSEPH HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/md-csv/520591657_st-agnes-healthcare-inc_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,Ascension Saint Agnes Hospital,2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.393939393939394,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:55.772Z,request deadline exceeded
230100,TAWAS ST JOSEPH HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi-csv/390907740_ascension-st-francis-hospital-inc_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,"Ascension St. Francis Hospital, Inc.",2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.393939393939394,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:55.845Z,request deadline exceeded
230100,TAWAS ST JOSEPH HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il-csv/362235165_presence-chicago-hospitals-network_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,Ascension Saint Joseph - Chicago (Presence Chicago Hospital Network),2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.36507936507936506,200,csv,Presence Chicago Hospitals Network,Ascension Saint Joseph - Chicago,2900 N Lake Shore Dr Chicago IL 60657,IL,mrf-header-does-not-match-unresolved-roster,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:32.067Z,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Eaton,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,1,206,csv,University of Michigan Health-Sparrow Eaton,University of Michigan Health-Sparrow Eaton,"321 E Harris Street, Charlotte, MI 48813",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:49:02.385Z,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-lansing-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Lansing,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Lansing,University of Michigan Health-Sparrow Lansing|University of Michigan Health-St. Lawrence,"1215 E Michigan Ave, Lansing, MI 48912|1210 W Saginaw St, Lansing, MI 48915",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.2,date-within-365-days-version-unverified,2026-09-09T01:48:56.759Z,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Carson,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Carson,University of Michigan Health-Sparrow Carson,"406 E Elm St, Carson City, MI 48811",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:48:56.821Z,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Clinton,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Clinton,University of Michigan Health-Sparrow Clinton,"805 S. Oakland Streen, St. Johns MI, 48879",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:49:08.465Z,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-ionia-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Ionia,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Ionia ,University of Michigan Health-Sparrow Ionia ,"3565 S State Road, Ionia, MI 48846",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.1.0,date-within-365-days-version-unverified,2026-09-09T01:48:58.635Z,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,https://www.uofmhealthsparrow.org/sites/default/files/2026-04/um-health-sparrow-specialty-machine-readable-file-04-08-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Specialty Hospital,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.717391304347826,206,csv,University of Michigan Health-Sparrow Specialty Hospital,University of Michigan Health-Sparrow Specialty Hospital,"1215 E Michigan Ave, Lansing, MI 48912",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-07,4.0.0,date-within-365-days-version-unverified,2026-09-09T01:48:56.748Z,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Clinton,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,1,206,csv,University of Michigan Health-Sparrow Clinton,University of Michigan Health-Sparrow Clinton,"805 S. Oakland Streen, St. Johns MI, 48879",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:49:08.465Z,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-lansing-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Lansing,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Lansing,University of Michigan Health-Sparrow Lansing|University of Michigan Health-St. Lawrence,"1215 E Michigan Ave, Lansing, MI 48912|1210 W Saginaw St, Lansing, MI 48915",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.2,date-within-365-days-version-unverified,2026-09-09T01:48:56.759Z,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Carson,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Carson,University of Michigan Health-Sparrow Carson,"406 E Elm St, Carson City, MI 48811",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:48:56.821Z,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Eaton,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Eaton,University of Michigan Health-Sparrow Eaton,"321 E Harris Street, Charlotte, MI 48813",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:49:02.385Z,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-ionia-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Ionia,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Ionia ,University of Michigan Health-Sparrow Ionia ,"3565 S State Road, Ionia, MI 48846",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.1.0,date-within-365-days-version-unverified,2026-09-09T01:48:58.635Z,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,https://www.uofmhealthsparrow.org/sites/default/files/2026-04/um-health-sparrow-specialty-machine-readable-file-04-08-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Specialty Hospital,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.717391304347826,206,csv,University of Michigan Health-Sparrow Specialty Hospital,University of Michigan Health-Sparrow Specialty Hospital,"1215 E Michigan Ave, Lansing, MI 48912",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-07,4.0.0,date-within-365-days-version-unverified,2026-09-09T01:48:56.748Z,
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Carson,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,1,206,csv,University of Michigan Health-Sparrow Carson,University of Michigan Health-Sparrow Carson,"406 E Elm St, Carson City, MI 48811",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:48:56.821Z,
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-lansing-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Lansing,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Lansing,University of Michigan Health-Sparrow Lansing|University of Michigan Health-St. Lawrence,"1215 E Michigan Ave, Lansing, MI 48912|1210 W Saginaw St, Lansing, MI 48915",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.2,date-within-365-days-version-unverified,2026-09-09T01:48:56.759Z,
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Clinton,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Clinton,University of Michigan Health-Sparrow Clinton,"805 S. Oakland Streen, St. Johns MI, 48879",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:49:08.465Z,
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Eaton,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Eaton,University of Michigan Health-Sparrow Eaton,"321 E Harris Street, Charlotte, MI 48813",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:49:02.385Z,
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-ionia-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Ionia,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.7674418604651163,206,csv,University of Michigan Health-Sparrow Ionia ,University of Michigan Health-Sparrow Ionia ,"3565 S State Road, Ionia, MI 48846",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.1.0,date-within-365-days-version-unverified,2026-09-09T01:48:58.635Z,
