ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,recorded_pointer_url,recorded_mrf_url,queue,next_action,evidence_file,evidence_key
660001,COMMONWEALTH HEALTH CENTER,MP,not-assessed-site-unreachable,pointer-or-domain-review,"HTTP Hostname/IP does not match certificate's altnames: Host: chcc.health. is not in the cert's altnames: DNS:*.chcc.health, DNS:cpn-primary.chcc.health, DNS:cvapp.chcc.health, DNS:cvdb.chcc.health, DNS:ehdp.chcc.health, DNS:lf-app.chcc.health, DNS:lf-prod.chcc.health, DNS:pacs.chcc.health, DNS:pos-prod.chcc.health, DNS:pos-prod-jobs.chcc.health, DNS:pos-prod-services.chcc.health, DNS:pos-training.chcc.health, DNS:pos-training-jobs.chcc.health, DNS:pos-training-services.chcc.health, DNS:pos-trainingrpt.chcc.health, DNS:rcmapp.chcc.health, DNS:rcmdb.chcc.health, DNS:rcmweb.chcc.health, DNS:remote.chcc.health, DNS:vita.chcc.health, DNS:web.chcc.health, DNS:webiz.chcc.health, DNS:pos-prod-rpt.chcc.health, DNS:pos-prod-reports.chcc.health, DNS:ehr.chcc.health, DNS:websso.chcc.health",not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:47.021Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,660001
250093,BOLIVAR MEDICAL CENTER,MS,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 406,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:47.182Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,250093
251334,CHOCTAW REGIONAL MEDICAL CENTER,MS,no-cms-hpt-txt-published,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:44:48.837Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251334
251325,COVINGTON COUNTY HOSPITAL CAH,MS,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:47.654Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,251325
250036,GEORGE REGIONAL HEALTH SYSTEM,MS,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:48.116Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,250036
250099,GREENWOOD LEFLORE HOSPITAL,MS,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://umc.edu/cms-hpt.txt,,,,,2026-09-09T01:44:48.101Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,250099
250172,HIGHLAND HILLS MEDICAL CENTER,MS,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.deltahealthsystem.org/cms-hpt.txt,,,,,2026-09-09T01:44:48.866Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,250172
250124,MAGEE GENERAL HOSPITAL,MS,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://mghosp.org/cms-hpt.txt,https://mghosp.org/wp-content/uploads/2025/01/640324402_magee-benevolent-association_standardcharges.csv,2024-12-26,2.0.0,https://mghosp.org/price-transparency/,2026-09-09T01:49:10.398Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,250124
250007,Memorial Hospital Biloxi,MS,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://wearememorial.com/cms-hpt.txt,,,,,2026-09-09T01:44:48.277Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,250007
250038,MERIT HEALTH MADISON,MS,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://umc.edu/cms-hpt.txt,,,,,2026-09-09T01:44:48.101Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,250038
254010,MS STATE HOSPITAL-WHITFIELD,MS,not-assessed-site-unreachable,pointer-or-domain-review,"HTTP Hostname/IP does not match certificate's altnames: Host: msh.state.ms.us. is not in the cert's altnames: DNS:www.ms.gov, DNS:www.gcsd.ms.gov, DNS:www.mississippi.gov, DNS:mississippi.gov, DNS:www.dps.state.ms.us, DNS:www.transparency.mississippi.gov, DNS:www.msbmt.ms.gov, DNS:www.firstcircuitcourt.ms.gov, DNS:www.msbrpg.ms.gov, DNS:www.msbpa.ms.gov, DNS:www.charterschoolboard.ms.gov, DNS:www.highwaysafety.ms.gov, DNS:www.homelandsecurity.ms.gov, DNS:www.vhpb.ms.gov, DNS:www.women.ms.gov, DNS:www.ess.ms.gov, DNS:www.jobfairs.ms.gov, DNS:www.judicialperformance.ms.gov, DNS:www.psychologyboard.ms.gov, DNS:www.smsh.ms.gov, DNS:www.therez.ms.gov, DNS:www.wcc.ms.gov, DNS:www.mswcc.ms.gov, DNS:www.swmft.ms.gov, DNS:www.pcc.ms.gov, DNS:www.msbml.ms.gov, DNS:www.borf.ms.gov, DNS:www.drive.ms.gov, DNS:www.physicalfitness.ms.gov, DNS:www.auctioneers.ms.gov, DNS:www.mbp.ms.gov, DNS:www.peer.ms.gov, DNS:www.mdoc.ms.gov, DNS:www.driverservicebureau.dps.ms.gov, DNS:www.egov.ms.gov, DNS:www.hcua.ms.gov, DNS:www.mdrs.ms.gov, DNS:www.msbn.ms.gov, DNS:www.orp.ms.gov, DNS:www.pers.ms.gov, DNS:www.psc.ms.gov, DNS:www.ethics.ms.gov, DNS:www.giscouncil.ms.gov, DNS:www.transparency.ms.gov, DNS:www.access.ms.gov, DNS:www.dsb.dps.ms.gov, DNS:www.nibrs.dps.ms.gov, DNS:www.mpus.ms.gov, DNS:www.msautismboard.ms.gov, DNS:www.monticello.ms.gov, DNS:www.brc.ms.gov, DNS:www.grandgulfpark.ms.gov, DNS:www.coronavirus.ms.gov, DNS:www.msboa.ms.gov, DNS:www.forfeiture.ms.gov, DNS:www.mathiston.ms.gov, DNS:www.beaumont.ms.gov, DNS:www.pepls.ms.gov, DNS:www.dentalboard.ms.gov, DNS:www.psychiatry.msh.ms.gov, DNS:psychiatry.msh.ms.gov, DNS:www.nmrc.ms.gov, DNS:www.houston.ms.gov, DNS:www.beam.ms.gov, DNS:www.psychology.msh.ms.gov, DNS:www.mdcps.ms.gov, DNS:www.sunflowercounty.ms.gov, DNS:www.boxing.ms.gov, DNS:www.ng.ms.gov, DNS:www.mmcp.ms.gov, DNS:www.safetysummit.dps.ms.gov, DNS:www.emsh.ms.gov, DNS:www.mspip.ms.gov, DNS:www.pmp.mbp.ms.gov, DNS:pmp.mbp.ms.gov, DNS:www.forensicservices.msh.ms.gov, DNS:www.smrc.ms.gov, DNS:www.mmvc.ms.gov, DNS:www.mama.ms.gov, DNS:www.pwsd.ms.gov, DNS:www.eab.ms.gov, DNS:www.hrc.ms.gov, DNS:www.mspb.ms.gov, DNS:www.mehc.ms.gov, DNS:www.msbce.ms.gov, DNS:www.nmsh.ms.gov, DNS:www.msh.ms.gov, DNS:www.ospd.ms.gov, DNS:www.stf.ms.gov, DNS:www.msjrc.ms.gov, DNS:www.mhid.ms.gov, DNS:www.mab.ms.gov, DNS:www.msbpt.ms.gov, DNS:www.osa.ms.gov, DNS:www.abbeville.ms.gov, DNS:www.mayersville.ms.gov, DNS:www.rollingfork.ms.gov, DNS:www.ripley.ms.gov, DNS:ms.gov",not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:48.376Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,254010
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.nmhs.net/cms-hpt.txt,,,,,2026-09-09T01:44:48.676Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,250004
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,MS,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.deltahealthsystem.org/cms-hpt.txt,,,,,2026-09-09T01:44:48.866Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,250042
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MS,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_6e61b042ac8e45d18f7bb55ad253b593.txt,,,,,2026-09-09T01:44:48.673Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251307
251322,OCHSNER LAIRD HOSPITAL,MS,not-assessed-not-named-in-file,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:35.592Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251322
250162,OCHSNER MEDICAL CENTER-HANCOCK,MS,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.ochsner.org/cms-hpt.txt,,,,,2026-09-09T01:44:48.720Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,250162
251323,OCHSNER SCOTT REGIONAL,MS,not-assessed-not-named-in-file,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:35.592Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251323
251335,OCHSNER STENNIS MEMORIAL HOSPITAL,MS,not-assessed-not-named-in-file,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:35.592Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251335
251316,OCHSNER WATKINS HOSPITAL,MS,not-assessed-not-named-in-file,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:35.592Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251316
250017,PROGRESSIVE HEALTH GROUP OF HOUSTON,MS,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:48.696Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,250017
251317,SIMPSON GENERAL HOSPITAL CAH,MS,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://simpsongeneral.com/cms-hpt.txt,,,,,2026-09-09T01:44:48.826Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,251317
251337,TIPPAH COUNTY HOSPITAL,MS,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://tippahcountyhospital.com/cms-hpt.txt,https://www.tippahcountyhospital.com/assets/Uploads/646001350_tippah-county-hospital_standardcharges.csv?vid=3,2025-07-29,2.0.0,https://www.tippahcountyhospital.com/patients-and-visitors/pricing-transparency,2026-09-09T01:49:10.665Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,251337
250002,TISHOMINGO HEALTH SERVICES INC,MS,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.nmhs.net/cms-hpt.txt,,,,,2026-09-09T01:44:48.676Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,250002
