ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
670090,CRESCENT MEDICAL CENTER LANCASTER,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://crescentregionalhospital.com/cms-hpt.txt,,,,,2026-09-09T02:15:14.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
671300,GRAHAM REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://3a8fe0be-6bd3-4fb3-8ed2-9c9666b2b893.usrfiles.com/ugd/3a8fe0_de920787b0134273a40628d34dff9fb1.txt,https://secure.claraprice.net/price-transparency/JXVV-1691592288793/machine-readable/752597537_graham-regional-medical-center_standardcharges.json,2025-07-03,3.0.0,,2026-09-09T02:38:37.282Z,identity-or-format-review,native,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
671303,EASTLAND MEMORIAL HOSPITAL,TX,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://www.eastlandmemorial.com/cms-hpt.txt,https://secure.claraprice.net/price-transparency/LQY8707441269/machine-readable/752313255_eastland-memorial-hospital_standardcharges.json,2025-06-27,3.0.0,,2026-09-09T02:35:26.349Z,identity-or-format-review,native,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
010012,DEKALB REGIONAL MEDICAL CENTER,AL,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,unresolved,unverified,https://dekalbregional.com/cms-hpt.txt,,,,,2026-09-09T02:15:26.026Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8009 milliseconds
 | metadata-incomplete-or-request-failed | ENOTFOUND",,Continue bounded browser or official-domain discovery
010019,HELEN KELLER HOSPITAL,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:45.397Z,pointer-or-domain-review,native|curl|web-search-verification,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8004 milliseconds
 at https://huntsvillehospital.org/cms-hpt.txt | curl: (6) Could not resolve host: huntsvillehospital.org
 at https://huntsvillehospital.org/.well-known/cms-hpt.txt | curl: (6) Could not resolve host: huntsvillehospital.org
 at https://huntsvillehospital.org/ | curl: (28) Resolving timed out after 8007 milliseconds
 at https://www.huntsvillehospital.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010034,COMMUNITY HOSPITAL INC,AL,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:15:40.080Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
010036,ANDALUSIA HEALTH,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:50.386Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8014 milliseconds
 at https://andalusiahealth.com/cms-hpt.txt | HTTP 406 at https://andalusiahealth.com/.well-known/cms-hpt.txt | HTTP 406 at https://andalusiahealth.com/ | HTTP 406 at https://www.andalusiahealth.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010045,FAYETTE MEDICAL CENTER,AL,compliant-date-unverified,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.dchsystem.com/cms-hpt.txt,,,,,2026-09-09T02:15:50.714Z,pointer-or-domain-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
010061,HIGHLANDS MEDICAL CENTER,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:51.159Z,pointer-or-domain-review,native|curl|glm-5.3-flash|web-search-verification,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8011 milliseconds
 at https://highlandsmedcenter.com/cms-hpt.txt | curl: (6) Could not resolve host: highlandsmedcenter.com
 at https://highlandsmedcenter.com/.well-known/cms-hpt.txt | curl: (6) Could not resolve host: highlandsmedcenter.com
 at https://highlandsmedcenter.com/ | curl: (28) Resolving timed out after 8012 milliseconds
 at https://highlandsmedcenter.com/patients-visitors/price-transparency | curl: (28) Resolving timed out after 8011 milliseconds
 at https://www.highlandsmedcenter.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010079,ATHENS LIMESTONE HOSPITAL,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:45.397Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8004 milliseconds
 at https://huntsvillehospital.org/cms-hpt.txt | curl: (6) Could not resolve host: huntsvillehospital.org
 at https://huntsvillehospital.org/.well-known/cms-hpt.txt | curl: (6) Could not resolve host: huntsvillehospital.org
 at https://huntsvillehospital.org/ | curl: (28) Resolving timed out after 8007 milliseconds
 at https://www.huntsvillehospital.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010083,BALDWIN HEALTH,AL,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:50.183Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,HTTP 404 at https://southbaldwinrmc.com/cms-hpt.txt | HTTP 404 at https://southbaldwinrmc.com/.well-known/cms-hpt.txt | HTTP 206 at https://southbaldwinrmc.com/ | HTTP 404 at https://www.southbaldwinrmc.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:45.397Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8004 milliseconds
 at https://huntsvillehospital.org/cms-hpt.txt | curl: (6) Could not resolve host: huntsvillehospital.org
 at https://huntsvillehospital.org/.well-known/cms-hpt.txt | curl: (6) Could not resolve host: huntsvillehospital.org
 at https://huntsvillehospital.org/ | curl: (28) Resolving timed out after 8007 milliseconds
 at https://www.huntsvillehospital.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010112,WHITFIELD REGIONAL HOSPITAL,AL,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,corroborated,response received,date-within-365-days-version-3,,https://whitfield.pt.panaceainc.com/MRFDownload/whitfield/whitfield,2026-04-01,3.0.0,,2026-09-09T02:30:30.905Z,pointer-or-domain-review,native|curl,official-pointer-or-metadata-unresolved,"HTTP 404 at https://bwwmh.com/cms-hpt.txt | HTTP 404 at https://bwwmh.com/.well-known/cms-hpt.txt | HTTP 200 at https://bwwmh.com/ | HTTP 200 at https://whitfieldregionalhospital.com/price-transparency/ | HTTP 404 at https://uvj.wxt.mybluehost.me/website_95c3704d/cms-hpt.txt | curl: (28) Resolving timed out after 8008 milliseconds
 at https://www.bwwmh.com/cms-hpt.txt",,Resolve official pointer linkage or conflicting metadata
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:15:54.749Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"HTTP 406 at https://vaughanregional.com/cms-hpt.txt | HTTP 406 at https://vaughanregional.com/.well-known/cms-hpt.txt | HTTP 406 at https://vaughanregional.com/ | curl: (28) Resolving timed out after 8011 milliseconds
 at https://www.vaughanregional.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010131,CRESTWOOD MEDICAL CENTER,AL,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:14.376Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8010 milliseconds
 at https://crestwoodmedcenter.com/cms-hpt.txt | curl: (28) Resolving timed out after 8011 milliseconds
 at https://crestwoodmedcenter.com/.well-known/cms-hpt.txt | curl: (6) Could not resolve host: crestwoodmedcenter.com
 at https://crestwoodmedcenter.com/ | curl: (28) Resolving timed out after 8001 milliseconds
 at https://www.crestwoodmedcenter.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
010148,EVERGREEN MEDICAL CENTER,AL,mrf-blocked-to-automation,pointer-or-domain-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.evergreenmedical.org/cms-hpt.txt,,,,,2026-09-09T02:16:09.472Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,mrf-stale-over-365-days,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.rmcca.com/cms-hpt.txt,,,,,2026-09-09T02:16:17.804Z,pointer-or-domain-review,native|curl,facility-identity-or-metadata-unresolved,HPE_INVALID_HEADER_TOKEN | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
011302,RED BAY HOSPITAL,AL,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://healthy.kaiserpermanente.org/cms-hpt.txt,,,,,2026-09-09T02:16:08.076Z,pointer-or-domain-review,native|web-search-verification,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
011311,LAKELAND COMMUNITY HOSPITAL,AL,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:08.674Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 404 at https://lakelandcommunityhospital.com/cms-hpt.txt | HTTP 404 at https://lakelandcommunityhospital.com/.well-known/cms-hpt.txt | HTTP 200 at https://lakelandcommunityhospital.com/ | HTTP 404 at https://lakelandcommunityhospital.com/cms-hpt.txt#fl-main-content | HTTP 200 at http://lakelandcommunityhospital.com/billing-finances/#online | HTTP 200 at https://lakelandcommunityhospital.com/billing-finances/ | HTTP 206 at http://lakelandcommunityhospital.com/wp-content/uploads/2022/12/no-surprise-billing-information.pdf | HTTP 200 at https://lakelandcommunityhospital.com/billing-finances/#price,,Continue bounded browser or official-domain discovery
014000,HILL CREST BEHAVIORAL HEALTH SERVICES,AL,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:08.155Z,pointer-or-domain-review,native|curl|glm-5.3-flash|web-search-verification,retrieval-or-domain-unresolved,"HTTP 403 at https://hillcrestbhs.com/cms-hpt.txt | HTTP 403 at https://hillcrestbhs.com/.well-known/cms-hpt.txt | HTTP 403 at https://hillcrestbhs.com/ | curl: (28) Resolving timed out after 8000 milliseconds
 at https://www.hillcrestbhs.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
021305,SEARHC WRANGELL MEDICAL CENTER & LTC,AK,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:09.679Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"HTTP 404 at https://searhc.org/cms-hpt.txt | HTTP 404 at https://searhc.org/.well-known/cms-hpt.txt | HTTP 200 at https://searhc.org/ | HTTP 200 at https://searhc.org/patient-resources/billing-financing/ | HTTP 200 at https://searhc.org/about-us/#reports-impact-transparency | HTTP 200 at http://searhc.org/patient-resources/billing-financing/ | HTTP 200 at https://searhc.org/patient-resources/billing-financing/# | HTTP 206 at http://searhc.org/wp-content/uploads/2026/04/Mt-Edgecumbe-Medical-Center-Standard-Charges.xlsx | curl: (28) Resolving timed out after 8011 milliseconds
 at https://www.searhc.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
021311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,AK,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:09.747Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"HTTP 403 at https://peacehealth.org/cms-hpt.txt | HTTP 403 at https://peacehealth.org/.well-known/cms-hpt.txt | HTTP 403 at https://peacehealth.org/ | curl: (28) Resolving timed out after 8002 milliseconds
 at https://www.peacehealth.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
